"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006085","acetyl-CoA biosynthetic process","13/2383","23/18860",0.565217391304348,4.47335291649182,6.3385401053396,6.74571449344194e-07,4.98100226978719e-05,4.28412043267716e-05,"DLD/DLAT/PDK3/PDHA1/PDHB/DIP2A/MLYCD/ACLY/MPC2/BCKDK/PDK2/PPCS/PDP1",13
"GO:0070979","protein K11-linked ubiquitination","18/2383","41/18860",0.439024390243902,3.47461183382291,6.03230126938543,7.0865737497248e-07,5.16887775574439e-05,4.44571064376189e-05,"ANAPC5/CDC27/UBE2B/CDC16/YWHAE/UBE2H/UBE2E3/UBE2L3/ANAPC7/UBR5/UBR4/ANAPC13/ANAPC16/UBE2D3/UBE2T/AKT1/CUL5/UBE2S",18
"GO:0032271","regulation of protein polymerization","51/2383","202/18860",0.252475247524752,1.99818848859288,5.42422852281958,7.32194224060191e-07,5.27620922181205e-05,4.53802558399766e-05,"MKKS/CTTN/ARPC5L/PINK1/CDC42EP5/STMN1/PRKCE/STMN2/PAK1/MYADM/SNCA/MAPT/RICTOR/CLIP1/ARHGEF7/CKAP5/NAV3/CLASP2/AKAP9/C15orf62/DLG1/MTPN/CAMSAP1/SPTAN1/TMOD1/GIT1/CORO1A/CFL1/TMOD2/ABL1/NUMA1/TBCD/MAPRE3/RDX/MAP1B/BAG4/RAC1/ARFGEF1/CAPZB/SPTBN1/PPP2CA/LATS1/DRG1/PFN2/CLIP3/ARPC5/HAUS2/TPPP/CAMSAP2/CCL21/EVL",51
"GO:0006626","protein targeting to mitochondrion","27/2383","80/18860",0.3375,2.67110784725136,5.69618333269174,8.45820660691447e-07,6.02244448999469e-05,5.17985660250514e-05,"GDAP1/PIN1/TIMM17A/TIMM23/PINK1/DNAJC19/SAE1/MFF/FIS1/HUWE1/UBE2L3/NPEPPS/PRKAA1/MICALL2/TOMM22/PMPCA/TIMM8B/BAG4/UBE2D3/SH3GLB1/PMPCB/TOMM20/UBL5/FBXW7/TIMM10/MFN2/PARL",27
"GO:0006099","tricarboxylic acid cycle","16/2383","34/18860",0.470588235294118,3.72442052775789,6.04667819253308,9.32953187755722e-07,6.5646976658435e-05,5.64624424589748e-05,"MDH1/FH/MDH2/DLD/IDH3A/IDH3B/DLAT/SUCLA2/PDHA1/PDHB/SDHB/SUCLG1/CS/NNT/ACO2/SDHA",16
"GO:0000375","RNA splicing, via transesterification reactions","76/2383","348/18860",0.218390804597701,1.72843079089914,5.21595128938905,9.91062300933225e-07,6.84439180642251e-05,5.8868069514844e-05,"DDX1/SFPQ/PUF60/TRA2B/SRPK2/SNRNP40/RBMX2/SYNCRIP/LSM4/BCAS2/PTBP2/SAP18/SNRPD1/TXNL4A/PPIL1/PQBP1/STRAP/CELF2/GEMIN7/CDK13/METTL3/CELF4/CD2BP2/ZMAT2/HNRNPK/SRSF3/ZCCHC8/DDX42/SNRPN/SNW1/HSPA8/CACTIN/NCL/GEMIN2/DDX46/LSM3/GEMIN8/PRMT5/RBM25/KHDRBS1/HTATSF1/CDC40/WBP4/SCAF11/TGS1/NCBP2/UPF3A/SF3B5/WDR77/HNRNPM/SNRPE/HNRNPA3/WTAP/C1QBP/CELF1/SRSF8/DHX9/PLRG1/SNRPB2/HNRNPR/DHX8/RBM14/SDE2/CWC15/CIRBP/CWF19L1/SF3A1/FRG1/RBFOX2/UBL5/PRPF18/STH/IK/RBMXL1/TIA1/CTNNBL1",76
"GO:0031113","regulation of microtubule polymerization","24/2383","67/18860",0.358208955223881,2.83500667038287,5.72215044996348,1.00161903458048e-06,6.84439180642251e-05,5.8868069514844e-05,"STMN1/STMN2/PAK1/SNCA/MAPT/CLIP1/ARHGEF7/CKAP5/NAV3/CLASP2/AKAP9/CAMSAP1/GIT1/ABL1/NUMA1/TBCD/MAPRE3/MAP1B/RAC1/PPP2CA/DRG1/CLIP3/HAUS2/CAMSAP2",24
"GO:0006164","purine nucleotide biosynthetic process","51/2383","204/18860",0.25,1.97859840537138,5.34432181073268,1.00731675708292e-06,6.84439180642251e-05,5.8868069514844e-05,"NDUFS1/NDUFB10/NDUFS2/NDUFA9/PRPS1/NME5/NDUFV1/NDUFC2/VCP/NDUFS3/PINK1/NDUFA8/IL4/DNAJC30/NDUFB6/NDUFA10/PRKAG2/NDUFB2/ALDOA/NDUFA13/ATP6V0C/NDUFAB1/PRPSAP2/SDHB/STOML2/AK5/NDUFV2/NDUFS4/HPRT1/NDUFA11/ADK/NDUFB7/NME1/NDUFS6/NDUFB8/COX11/NDUFA6/IDO1/NDUFB3/PARP10/NDUFB5/ADCY9/NDUFA2/ADSL/NDUFB11/NMNAT2/NDUFV3/NDUFB9/SDHA/GMPS/NDUFA1",51
"GO:0016188","synaptic vesicle maturation","14/2383","27/18860",0.518518518518518,4.10375965558509,6.13751396183423,1.01847662727237e-06,6.84439180642251e-05,5.8868069514844e-05,"ATP6V0A1/ATP6V0D1/ATP6V1B2/ATP6V1A/ATP6V1D/ATP6AP2/ATP6V0C/ATP6V1C1/ATP6V1E1/ATP6V1G2/ATP6AP1/CLCN3/SLC17A7/ZDHHC15",14
"GO:0022411","cellular component disassembly","98/2383","483/18860",0.202898550724638,1.60581899566373,5.12933926274991,1.07238386165823e-06,7.12658652953098e-05,6.12952038821495e-05,"AKAP8L/PAFAH1B1/TCF25/DENR/KLC1/RNF14/CHMP2B/BECN1/TAOK1/CLTC/HBS1L/ACTN2/ASPH/DSTN/VCP/SMARCA4/NAPA/ACVR1C/ATXN7/CALCOCO2/STMN1/EEF2K/ELP6/CHMP3/GABARAPL1/STMN2/SYNJ1/SET/KIF2A/CALM1/VTA1/CX3CR1/WDR1/KAT5/ATR/PHF23/CKAP5/SNX14/NAV3/MCTS1/CLASP2/CHMP5/CHMP2A/MAP1LC3B/PRKAA1/HSPA8/IGF1R/GFM2/MTPN/SPTAN1/TMOD1/STX17/EPHA4/NME1/GABARAPL2/MAP4/CFL1/TMOD2/NEMF/NOXO1/APEH/KLHDC10/SMARCD2/RDX/MAP1B/RAC1/ERN2/PLXNC1/PLIN2/RCHY1/DNAJC6/UBQLN1/VPS16/ATG5/PIK3R4/IRAK3/DDIT4/CAPZB/ATG12/WNK1/SMCR8/NEDD9/MCOLN1/SPTBN1/CHMP4B/INSR/ADAM10/DICER1/DFFA/OGFOD1/CUL5/CCSAP/SARM1/GSPT1/PELO/NSF/TRNT1/CAMSAP2",98
"GO:0009165","nucleotide biosynthetic process","57/2383","239/18860",0.238493723849372,1.8875332067978,5.25126992053874,1.24422369494196e-06,8.17769441697565e-05,7.03356992155158e-05,"NDUFS1/NDUFB10/NDUFS2/NDUFA9/FLAD1/PRPS1/NME5/NDUFV1/NDUFC2/VCP/NDUFS3/PINK1/NDUFA8/IL4/DNAJC30/NDUFB6/NDUFA10/PRKAG2/NDUFB2/UPRT/ALDOA/NDUFA13/ATP6V0C/NDUFAB1/PRPSAP2/SDHB/STOML2/AK5/NDUFV2/NDUFS4/HPRT1/NDUFA11/DHODH/ADK/NDUFB7/NME1/NDUFS6/NDUFB8/COX11/NDUFA6/IDO1/NDUFB3/AK6/PARP10/NDUFB5/ADCY9/ME1/NDUFA2/ADSL/NDUFB11/NMNAT2/NDUFV3/NDUFB9/SDHA/CMPK1/GMPS/NDUFA1",57
"GO:0006413","translational initiation","43/2383","162/18860",0.265432098765432,2.10073410940665,5.35087289298149,1.27984187874843e-06,8.32036334434168e-05,7.15627833117113e-05,"DDX1/EIF2B1/EIF3K/YTHDF2/DENR/CSNK2A1/PAIP2/TPR/EIF2S1/ATAD3A/PML/EIF2B3/METTL3/BZW1/MCTS1/CAPRIN1/RRAGA/C8orf88/EIF6/PRKAA1/TSC2/EPHA4/COPS5/GSK3B/KHDRBS1/UBR4/EIF3A/AGO2/NCBP2/AKT2/MTFMT/EIF4E/EIF2B4/EIF3B/EIF4E3/EIF3C/EIF5/SH3BGRL/AKT1/EIF3M/EIF3I/DHX33/RHEB",43
"GO:0000045","autophagosome assembly","40/2383","147/18860",0.272108843537415,2.15357649564232,5.33968500005442,1.50206343439669e-06,9.65331327153418e-05,8.30273796108511e-05,"MOAP1/BECN1/ATG7/RBX1/PINK1/RAB3GAP2/BTRC/GABARAPL1/PHF23/RAB5A/RRAGA/RAB1A/MAP1LC3B/PRKAA1/USP7/STX17/GABARAPL2/MTMR3/ATG4B/UBE3C/CSNK1A1/TRAF6/PSEN1/PIP4K2B/RAB23/LRSAM1/SNX4/UBQLN1/ATG5/C9orf72/RAB3GAP1/ATG12/SMCR8/STX12/SH3GLB1/RAB7A/SCFD1/MFN2/UBXN2A/RHEB",40
"GO:0062125","regulation of mitochondrial gene expression","16/2383","35/18860",0.457142857142857,3.6180085126791,5.89548942484801,1.51715674222406e-06,9.65331327153418e-05,8.30273796108511e-05,"KANSL1/COA3/LRPPRC/CDK5RAP1/PRKAA1/RPUSD3/RPUSD4/RMND1/MTG1/C1QBP/TACO1/NGRN/TRMT10C/FASTKD3/MALSU1/FASTKD2",16
"GO:0043254","regulation of protein-containing complex assembly","90/2383","438/18860",0.205479452054795,1.62624526468881,5.04307470810794,1.68612975531305e-06,0.000105514730729517,9.07523806219962e-05,"MAPK9/IKBKE/VPS35/MKKS/VCP/CAND1/CDC42/CTTN/ARPC5L/NAPA/PINK1/UBLCP1/CDC42EP5/STMN1/PRKCE/STMN2/PAK1/MYADM/SNCA/MAPT/RICTOR/STUB1/CLIP1/ATR/SUMO1/ARHGEF7/CKAP5/NAV3/CLASP2/AKAP9/TERF1/C15orf62/PSMC6/LCMT1/CASR/BRCC3/DLG1/HSPA8/RIOK3/MTPN/CAMSAP1/MAPK8/SPTAN1/TMOD1/GIT1/ANKRA2/GSK3B/CORO1A/CFL1/TMOD2/PARK7/ABL1/NUMA1/P2RY12/TBCD/CSNK1A1/VEGFA/MAPRE3/STXBP5/RDX/MAP1B/BAG4/RAC1/DNAJC6/CRBN/VPS16/OSBPL2/ARFGEF1/TRAPPC12/RAF1/CAPZB/FNIP1/SPTBN1/SH3GLB1/NRG1/PPP2CA/LATS1/CREB1/DRG1/PFN2/CLIP3/HMGB1/SRC/ARPC5/HAUS2/TPPP/CAMSAP2/CCL21/EVL/DHX33",90
"GO:1903322","positive regulation of protein modification by small protein conjugation or removal","37/2383","132/18860",0.28030303030303,2.21842851511337,5.34224252620995,1.69359875439453e-06,0.000105514730729517,9.07523806219962e-05,"PDCD6/NDFIP2/TOLLIP/MAPK9/CUL3/RBX1/UBE2N/VCP/PINK1/SAE1/NDFIP1/STUB1/HUWE1/UBE2V2/PHF23/UBE3A/DERL1/UBE2L3/TBC1D7/GSK3B/COMMD1/TRAF6/DCUN1D5/MYCBP2/RCHY1/UBQLN1/UBB/AIMP2/DCUN1D4/TSPYL5/HDAC4/SENP2/UBE2S/DNAJA3/FBXW7/PSMD10/BIRC7",37
"GO:0031109","microtubule polymerization or depolymerization","41/2383","153/18860",0.26797385620915,2.12085057830658,5.29387452037224,1.71741320439145e-06,0.000105895344076962,9.1079743134683e-05,"TAOK1/ATXN7/STMN1/STMN2/PAK1/KIF2A/SNCA/MAPT/ZNF207/TUBGCP4/CLIP1/ARHGEF7/CKAP5/NAV3/CLASP2/AKAP9/RANBP9/CAMSAP1/TUBGCP5/GIT1/TUBG1/MAP4/ABL1/NUMA1/TBCD/MAPRE3/TUBA1A/MAP1B/CCDC57/RAC1/BLOC1S2/TUBGCP3/PPP2CA/NIN/CCSAP/DRG1/CLIP3/TUBGCP2/HAUS2/TPPP/CAMSAP2",41
"GO:0006900","vesicle budding from membrane","28/2383","88/18860",0.318181818181818,2.51821615229085,5.42877636393014,2.04289850446014e-06,0.000124679346481389,0.000107235714192231,"PDCD6/AP2M1/CUL3/TRAPPC11/TRAPPC2L/SEC24A/AP3M2/PPP6C/DNM3/SNAP91/CHMP5/RAB1A/SEC23B/VAPA/TFG/MIA3/TMED2/KLHL12/TRAPPC2/SURF4/SEC31B/TRAPPC12/ANXA2/SEC23A/CHMP4B/RAB7A/TRAPPC1/AP3S2",28
"GO:1901875","positive regulation of post-translational protein modification","37/2383","133/18860",0.278195488721804,2.2017486014659,5.28917115992348,2.06399203501637e-06,0.000124694306681141,0.000107248581341042,"PDCD6/NDFIP2/TOLLIP/MAPK9/CUL3/RBX1/UBE2N/VCP/PINK1/SAE1/NDFIP1/STUB1/HUWE1/UBE2V2/PHF23/UBE3A/DERL1/UBE2L3/TBC1D7/GSK3B/COMMD1/TRAF6/DCUN1D5/MYCBP2/RCHY1/UBQLN1/UBB/AIMP2/DCUN1D4/TSPYL5/HDAC4/SENP2/UBE2S/DNAJA3/FBXW7/PSMD10/BIRC7",37
"GO:0097352","autophagosome maturation","23/2383","65/18860",0.353846153846154,2.80047774298718,5.52975068362547,2.14031720946944e-06,0.000128012372298367,0.000110102423186075,"CHMP2B/BECN1/VCP/CALCOCO2/ELP6/CHMP3/GABARAPL1/CALM1/PHF23/SNX14/CHMP5/CHMP2A/MAP1LC3B/STX17/GABARAPL2/UBQLN1/VPS16/ATG5/PIK3R4/ATG12/SMCR8/MCOLN1/CHMP4B",23
"GO:0000423","mitophagy","30/2383","98/18860",0.306122448979592,2.42277355759761,5.37021332428518,2.21132096886826e-06,0.00013060702647853,0.000112334064608203,"BECN1/ATG7/RBX1/SLC25A4/TIMM23/DNM1L/CTTN/PINK1/ARHGAP26/EIF2S1/GABARAPL1/STUB1/HUWE1/VDAC1/SLC25A5/VPS13C/MAP1LC3B/TSC2/CDC37/FUNDC1/GABARAPL2/ATG4B/PHB2/OPTN/SPATA33/ATG5/SQSTM1/FBXW7/MFN2/PARL",30
"GO:0010508","positive regulation of autophagy","45/2383","176/18860",0.255681818181818,2.023566550948,5.1882365675355,2.22737279732655e-06,0.00013060702647853,0.000112334064608203,"MOAP1/CSNK2A1/BECN1/RBX1/SLC25A4/MTDH/SCOC/PINK1/TRIM23/RAB3GAP2/BTRC/CALCOCO2/FOXO3/IL4/STUB1/HUWE1/VDAC1/KAT5/SLC25A5/PRKAA1/TSC2/CDC37/USP7/TRIM27/GSK3B/UBR4/PARK7/CSNK1A1/ELAVL1/PIP4K2B/OPTN/SESN2/PAFAH1B2/LRSAM1/SNX4/MAP3K7/ATG5/C9orf72/RAB3GAP1/SMCR8/SH3GLB1/SQSTM1/SESN1/STK11/HMGB1",45
"GO:0030162","regulation of proteolysis","83/2383","398/18860",0.208542713567839,1.65048912206859,4.98797745299968,2.30298120566911e-06,0.00013372942321463,0.000115019613204956,"PSMC1/PSMC5/PSMD14/PSMC3/MAPK9/CSNK2A1/BBS7/PITHD1/RBX1/PSMC2/ASPH/SPOCK3/NLRP7/VCP/PINK1/UCHL5/BTRC/PTK2/GLMN/PRKCG/PRMT6/PML/TRAF7/STUB1/SUMO1/PSME3/FBXO22/UBE3A/PSMF1/TMEM168/GAPDH/PSMC6/TLK2/USP7/HERPUD1/EPHA4/IGF2BP2/CDK5/GSK3B/COMMD1/USP9X/ZER1/GABARAPL2/CFL1/DDA1/AGTPBP1/PARK7/PRKACB/BAG2/CSNK1A1/HSP90AB1/PRNP/PSEN1/RNFT2/RHOBTB3/RCHY1/SNX12/UBQLN1/UBB/RHBDF1/USP14/PTEN/PSMC4/ECM1/ANXA2/QRICH2/RPS6KA2/UBE2K/LATS1/DET1/SERPINB4/SERPINE1/AKT1/C2CD3/CSNK2B/FBXW7/ZYG11B/SRC/PSMD10/UBXN2A/TMEM259/PLAUR/PARL",83
"GO:1905037","autophagosome organization","41/2383","155/18860",0.264516129032258,2.09348476439294,5.1985474186695,2.46125122001884e-06,0.000141545611028199,0.00012174225417239,"MOAP1/BECN1/ATG7/RBX1/PINK1/RAB3GAP2/BTRC/GABARAPL1/PHF23/RAB5A/RRAGA/RAB1A/MAP1LC3B/PRKAA1/USP7/STX17/GABARAPL2/MTMR3/ATG4B/UBE3C/CSNK1A1/ELAVL1/TRAF6/PSEN1/PIP4K2B/RAB23/LRSAM1/SNX4/UBQLN1/ATG5/C9orf72/RAB3GAP1/ATG12/SMCR8/STX12/SH3GLB1/RAB7A/SCFD1/MFN2/UBXN2A/RHEB",41
"GO:0033044","regulation of chromosome organization","57/2383","244/18860",0.233606557377049,1.84885424764211,5.07536329806074,2.49870753255689e-06,0.000142331140497359,0.000122417881820607,"SFPQ/FEN1/ANAPC5/ERCC1/CUL3/BECN1/DYNC1LI1/SMARCA4/TPR/UCHL5/SMARCA2/CDC27/ZWILCH/RAD50/MAPK1/ACTL6B/RAD21/MAPT/CCNB1/ZNF207/PML/KAT5/DHX36/CDC16/ATR/CCT2/TFPT/INO80D/TERF1/LCMT1/RUVBL2/RTEL1/USP7/INO80B/CCT7/ANAPC7/LMNA/ZW10/MAP2K7/NUMA1/SMC2/ACTB/SMARCD2/HDAC8/DDX11/PKIB/ACTR8/PRKCQ/SMC4/TRAPPC12/MAD2L1BP/BRD7/SMC5/IK/SRC/XRCC5/NABP2",57
"GO:0010970","transport along microtubule","46/2383","183/18860",0.251366120218579,1.98941041851549,5.11482459957117,2.85451178739864e-06,0.000160517475436489,0.00013805980384518,"SFPQ/KIFAP3/PAFAH1B1/UCHL1/CDC42/LRPPRC/SSX2IP/ACTR10/MAPT/AP3M2/IFT43/ARMCX3/KIF1B/RUFY3/RAB6A/KIF5C/IFT57/RAB1A/NETO1/DYNC1H1/COPG2/ARL8B/NEFL/DYNC1I1/AGTPBP1/IFT22/TUBA1A/MAP1B/HSBP1/UBB/ATG5/BLOC1S2/IFT27/DYNLL1/KIF3A/PCM1/STK11/ARL3/SOD1/BLOC1S4/AP3S2/CLIP3/NEFH/RAB27B/SUN1/DYNC2H1",46
"GO:0009895","negative regulation of catabolic process","82/2383","394/18860",0.208121827411168,1.64715806335486,4.93690013835688,2.87165522014785e-06,0.000160517475436489,0.00013805980384518,"PIN1/CSNK2A1/IKBKE/BECN1/VPS35/RBX1/MAPKAPK2/MTCH2/PINK1/UCHL5/BTRC/LRPPRC/SYNCRIP/SNCA/PRKCG/PRMT6/PML/ZCCHC17/DHX36/GRIN2A/PHF23/VPS13C/PSMF1/HNRNPA0/RRAGA/ARID5A/PRKAA1/TSC2/TLK2/FUS/USP7/HMGCR/GIT1/IGF2BP2/TRIM27/GSK3B/USP9X/GABARAPL2/HERC1/AGO2/PARK7/CSNK1A1/HSP90AB1/ELAVL1/RRAGB/PSEN1/SLC7A5/PHAX/UPF3A/MYCBP2/SNX12/IRAK3/DDIT4/LEPR/USP14/RBM38/SLIRP/ANXA2/DHX9/AZIN1/WNK1/SMCR8/QRICH2/HDAC4/PPP2CA/DFFA/CYP51A1/AKT1/RELA/CIRBP/SCFD1/NOS2/CSNK2B/FBXW7/POLDIP2/CRTC3/MCL1/ELAVL4/WDR6/BCL2/UBXN2A/RHEB",82
"GO:2001252","positive regulation of chromosome organization","31/2383","105/18860",0.295238095238095,2.33663049777192,5.22311709263768,3.5283104223474e-06,0.000195396524407961,0.000168058996432863,"SFPQ/FEN1/ERCC1/TPR/UCHL5/RAD50/MAPK1/RAD21/PML/KAT5/DHX36/ATR/CCT2/TFPT/INO80D/TERF1/RUVBL2/RTEL1/INO80B/CCT7/MAP2K7/NUMA1/SMC2/DDX11/PKIB/ACTR8/PRKCQ/SMC4/MAD2L1BP/SMC5/NABP2",31
"GO:0046496","nicotinamide nucleotide metabolic process","45/2383","179/18860",0.251396648044693,1.98965202774776,5.05930957906155,3.62982281289248e-06,0.000198611187946701,0.000170823902972664,"GOT1/H6PD/MDH1/MDH2/PFKM/VCP/UCHL1/SLC25A11/MTCH2/IGF1/PGAM1/ZBTB20/PRKAG2/ALDOA/LDHB/ADPGK/GAPDH/GPI/EIF6/SLC25A12/TPI1/PRKAA1/ENO2/NNT/GIT1/PFKP/RAN/PKM/GPD1/PSEN1/BPGM/IDO1/PRKAG1/PARP10/DDIT4/ME1/HDAC4/PPP2CA/INSR/HK1/NMNAT2/ME2/SARM1/SRC/TALDO1",45
"GO:0141198","protein branched polyubiquitination","11/2383","19/18860",0.578947368421053,4.58201735980741,5.94066130359053,3.65277222440011e-06,0.000198611187946701,0.000170823902972664,"ANAPC5/CDC27/HUWE1/CDC16/ITCH/ANAPC7/UBR5/UBR4/ANAPC13/TRAF6/ANAPC16",11
"GO:0031669","cellular response to nutrient levels","63/2383","282/18860",0.223404255319149,1.7681092133106,4.94231395345073,3.73233717595336e-06,0.000201109086931325,0.000172972326020712,"GDAP1/YWHAZ/CUL3/BECN1/ATG7/RBX1/UBE2N/BTRC/EIF2S1/GABARAPL1/PAK1/FOXO3/MAPK1/PRKAG2/STAMBPL1/RICTOR/KAT5/FBXO22/UBE3A/RRAGA/CASR/ATF2/MAP1LC3B/SNW1/PRKAA1/HSPA8/TSC2/MAPK8/USP7/TBC1D7/UBR5/CPEB4/STK24/GABARAPL2/MTMR3/JMY/PRKACB/SRD5A1/CSNK1A1/PDK2/RRAGB/SLC7A5/PRKAG1/SESN2/PLIN2/ATG5/PIK3R4/TNRC6A/ITFG2/UCN2/FNIP1/SH3GLB1/SLC2A1/SLC34A1/SESN1/FOLR2/AKT1/TTC5/SRC/BCL2/PENK/SP1/RHEB",63
"GO:0070131","positive regulation of mitochondrial translation","10/2383","16/18860",0.625,4.94649601342845,6.00575197196259,3.94780458245175e-06,0.000210819814353964,0.000181324445436482,"COA3/CDK5RAP1/RPUSD3/RPUSD4/RMND1/C1QBP/NGRN/TRMT10C/FASTKD3/FASTKD2",10
"GO:0072524","pyridine-containing compound metabolic process","46/2383","186/18860",0.247311827956989,1.95732315370072,4.98974829322583,4.57462777960997e-06,0.000242131404865905,0.00020825529537917,"GOT1/H6PD/MDH1/MDH2/PFKM/VCP/UCHL1/SLC25A11/MTCH2/IGF1/PGAM1/ZBTB20/PRKAG2/ALDOA/LDHB/ADPGK/GAPDH/GPI/EIF6/SLC25A12/TPI1/PNPO/PRKAA1/ENO2/NNT/GIT1/PFKP/RAN/PKM/GPD1/PSEN1/BPGM/IDO1/PRKAG1/PARP10/DDIT4/ME1/HDAC4/PPP2CA/INSR/HK1/NMNAT2/ME2/SARM1/SRC/TALDO1",46
"GO:0000422","autophagy of mitochondrion","33/2383","117/18860",0.282051282051282,2.23226486759848,5.08463433266443,5.21324836939026e-06,0.00027113424780281,0.000233200409896661,"SLC25A46/BECN1/ATG7/RBX1/SLC25A4/TIMM23/DNM1L/CTTN/PINK1/ARHGAP26/EIF2S1/GABARAPL1/STUB1/HUWE1/VDAC1/SLC25A5/VPS13C/MAP1LC3B/TSC2/CDC37/FUNDC1/GABARAPL2/PARK7/ATG4B/PHB2/OPTN/SPATA33/ATG5/ATG12/SQSTM1/FBXW7/MFN2/PARL",33
"GO:0006892","post-Golgi vesicle-mediated transport","33/2383","117/18860",0.282051282051282,2.23226486759848,5.08463433266443,5.21324836939026e-06,0.00027113424780281,0.000233200409896661,"RABEP1/EXOC1/RAB14/RABIF/VTI1A/PREPL/MACF1/SCAMP1/SORT1/SNAP23/AP1AR/MYO5A/EXOC5/YWHAE/VPS13C/EXOC6/ARFRP1/GOPC/COMMD1/RAB11A/STXBP5/OPTN/EXOC2/CNST/AP1G2/SPTBN1/LYPLAL1/ARL3/AKT1/SCFD1/AP3S2/VAMP4/NSF",33
"GO:0006123","mitochondrial electron transport, cytochrome c to oxygen","12/2383","23/18860",0.521739130434783,4.12924884599245,5.7105827673695,5.65218903741536e-06,0.000291428815799838,0.000250655606405162,"CYCS/COX5A/COX6C/COX6B1/COX7A2P2/COX4I1/COX7C/COX7B/COX7A2/COX8A/COX6A1/COX5B",12
"GO:1990778","protein localization to cell periphery","76/2383","365/18860",0.208219178082192,1.64792853488466,4.7536658631292,6.42504894163439e-06,0.000328446305298422,0.000282494054680767,"GPHN/RABEP1/PGRMC1/AP2M1/VPS35/CLTC/ACTN2/EPB41L3/ARL6IP5/PREPL/RER1/MACF1/PRKCE/MYADM/SNCA/KCNIP4/STX7/F11R/MAP7/TSPAN14/MYO5A/EXOC5/GRIN2A/FCHO2/RAPGEF2/SLC1A1/LAMA5/ARHGAP44/CDH2/NETO1/ARFRP1/NRXN1/ANK2/DLG1/OLFM1/DCHS1/ATP6AP1/SORBS1/NSG1/GIT1/CDK5/COMMD1/RAB11A/NUMA1/PRNP/TMED2/TRAF6/EHD2/ACTB/AKT2/RDX/OPTN/BBIP1/BAG4/RAC1/ATP1B1/GPR158/CNST/CACNB2/WNK1/SEC23A/SPTBN1/SQSTM1/ADAM10/EFR3B/RAB7A/LYPLAL1/ARL3/CCDC88A/AKT1/CLIP3/EHD4/VAMP4/ZDHHC4/NSF/NETO2",76
"GO:0071826","protein-RNA complex organization","55/2383","240/18860",0.229166666666667,1.81371520492377,4.82470200244574,6.8408000812503e-06,0.000346735807508119,0.00029822471005415,"DDX1/EIF3K/DENR/KLC1/PUF60/SRPK2/VCP/RBMX2/LSM4/PRKDC/PTBP2/SNRPD1/TXNL4A/STRAP/CELF2/GEMIN7/ATR/CELF4/CD2BP2/MCTS1/DDX42/EIF6/RUVBL2/MCAT/GEMIN2/PIH1D1/DDX46/GEMIN8/PRMT5/EIF3A/HTATSF1/PRKRA/AGO2/HSP90AB1/SCAF11/TGS1/SF3B5/WDR77/SNRPE/EIF3B/ZNHIT3/MTG1/EIF3C/CELF1/DHX9/EIF5/SNRPB2/DDX28/DICER1/FASTKD2/EIF3M/SF3A1/EIF3I/PRPF18/XRCC5",55
"GO:0051052","regulation of DNA metabolic process","97/2383","497/18860",0.195171026156942,1.54466032451528,4.67966105270314,6.9294691510345e-06,0.000348278613380986,0.000299551665113716,"FH/ERCC1/MSH2/CSNK2A1/RAD17/DMAP1/BRD8/FGFR1/UBE2N/MLH1/SMARCA4/ORC3/ORC5/ATXN7/UCHL5/SMARCA2/PRKDC/IL4/RAD50/MAPK1/ACTL6B/TAF7/PRKCG/PDS5A/UBE2B/PML/NDFIP1/KAT5/RBBP6/DHX36/UBE2V2/SUPT7L/ATR/CCT2/TFPT/INO80D/BCL6/TERF1/BABAM1/RUVBL2/BRCC3/MAGEF1/POLE3/ENY2/FUS/RTEL1/USP7/INO80B/CCT7/LMNA/MORF4L1/MAP2K7/ERCC8/ABL1/WDR48/SUB1/VEGFA/SSBP1/ACTB/PPP4R2/SMARCD2/SUPT20H/HDAC8/RFC3/JADE1/SF3B5/DDX11/JADE2/TADA1/C1QBP/FAF1/PKIB/ACTR8/PRKCQ/DHX9/ING3/DYNLL1/CD40/MEAF6/BRD7/SMC5/DFFA/PARG/RPA2/AKT1/ACTR2/SENP2/MBTD1/MPV17/TFDP1/RFC2/HMGB1/SRC/RFC4/TAF4/XRCC5/NABP2",97
"GO:0061025","membrane fusion","49/2383","206/18860",0.237864077669903,1.88254993909122,4.84361029779399,7.28758873274947e-06,0.000363225568421455,0.000312407422253918,"RABEP1/SNAP25/CHMP2B/RAB14/RABIF/VTI1A/ANXA7/WDR54/NAPA/SYT7/CHMP3/SNCA/STX7/USO1/NAPG/SNAP23/STX11/HUWE1/RAB5A/YIPF5/CHMP5/CHMP2A/DOC2A/YKT6/ATL1/ARL8B/STX17/CORO1A/VAPA/GOSR2/USE1/RAB2A/PIP4K2B/VPS16/SYT8/VAMP7/C9orf72/SYT13/RIMS1/ANXA2/STX12/CHMP4B/RAB7A/FOLR2/RPH3AL/ZNRF1/VAMP4/NSF/UBXN2A",49
"GO:0000338","protein deneddylation","8/2383","11/18860",0.727272727272727,5.75592263380765,6.00024863937427,7.43353765203184e-06,0.00036743792311407,0.000316030435019396,"COPS3/TOR1A/COPS4/COPS6/COPS8/GPS1/COPS5/COPS7A",8
