"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009060","aerobic respiration","112/2383","297/18860",0.377104377104377,2.98455247678915,13.1098888672596,1.58814605576935e-28,9.4987015595565e-25,8.16975765741561e-25,"UQCRC1/NDUFS1/NDUFB10/MDH1/NDUFS2/FH/NDUFA9/MDH2/DLD/MSH2/PFKM/IDH3A/IDH3B/DLAT/CYCS/GHITM/NDUFV1/SUCLA2/NDUFC2/PDK3/VCP/PDHA1/UCHL1/NDUFS3/UQCRFS1/MTCH2/COX5A/PINK1/NDUFA8/PDHB/IGF1/PGAM1/ZBTB20/DNAJC30/UQCRC2/NDUFB6/SNCA/NDUFA10/PRKAG2/NDUFB2/CCNB1/ALDOA/NDUFA13/COX6C/NDUFAB1/SDHB/UQCRH/STOML2/SLC25A14/CYC1/NDUFV2/ADPGK/NDUFS4/MPC2/NDUFA11/GAPDH/SUCLG1/UQCRB/GPI/CS/EIF6/TPI1/PRKAA1/ENO2/NNT/COX6B1/GIT1/NDUFB7/PFKP/NDUFS6/BCKDK/NDUFB8/RAN/PARK7/COX7A2P2/PDK2/PKM/GPD1/UQCRQ/COX4I1/PSEN1/COX7C/NDUFA6/BPGM/UQCR10/NDUFAF1/PRKAG1/COX7B/NDUFB3/PDP1/DDIT4/PANK2/NDUFB5/ACO2/NDUFA2/ADSL/COX7A2/TMEM135/NDUFB11/HDAC4/PPP2CA/INSR/HK1/NDUFV3/NDUFB9/SDHA/COX8A/COX6A1/COX5B/SRC/MFN2/NDUFA1",112
"GO:0045333","cellular respiration","120/2383","336/18860",0.357142857142857,2.82656915053054,12.8475599105325,5.89603621196462e-28,1.76320962918802e-24,1.51652257725637e-24,"UQCRC1/NDUFS1/NDUFB10/MDH1/NDUFS2/FH/NDUFA9/MDH2/DLD/MSH2/PFKM/IDH3A/IDH3B/DLAT/CYCS/GHITM/NDUFV1/SUCLA2/NDUFC2/PDK3/VCP/PDHA1/UCHL1/NDUFS3/UQCRFS1/MTCH2/COX5A/CISD1/PINK1/NDUFA8/PDHB/IGF1/IL4/PGAM1/ZBTB20/DNAJC30/UQCRC2/NDUFB6/SNCA/NDUFA10/PRKAG2/HCCS/NDUFB2/CCNB1/ALDOA/NDUFA13/COX6C/NDUFAB1/SDHB/UQCRH/STOML2/SLC25A14/CYC1/NDUFV2/ADPGK/NDUFS4/MPC2/NDUFA11/GAPDH/SUCLG1/UQCRB/GPI/CS/EIF6/TPI1/PRKAA1/ENO2/NNT/COX6B1/GIT1/NDUFB7/PFKP/NDUFS6/BCKDK/NDUFB8/RAN/PARK7/COX7A2P2/PDK2/PKM/GPD1/UQCRQ/COX4I1/SCO2/PSEN1/COX7C/NDUFA6/BPGM/UQCR10/NDUFAF1/PRKAG1/COX7B/NDUFB3/NR4A3/PDP1/LYRM7/DDIT4/PANK2/NDUFB5/ACO2/NDUFA2/ADSL/COX7A2/TMEM135/NDUFB11/HDAC4/PPP2CA/INSR/HK1/NDUFV3/NFATC4/NDUFB9/SDHA/COX8A/NOS2/COX6A1/COX5B/SRC/MFN2/NDUFA1",120
"GO:0042773","ATP synthesis coupled electron transport","55/2383","100/18860",0.55,4.35291649181704,12.784642861245,4.01080722500449e-24,5.58038826560988e-21,4.79964756008685e-21,"UQCRC1/NDUFS1/NDUFB10/NDUFS2/NDUFA9/DLD/CYCS/GHITM/NDUFV1/NDUFC2/NDUFS3/UQCRFS1/MTCH2/COX5A/PINK1/NDUFA8/UQCRC2/NDUFB6/SNCA/NDUFA10/NDUFB2/CCNB1/COX6C/NDUFAB1/SDHB/UQCRH/CYC1/NDUFV2/NDUFS4/NDUFA11/UQCRB/COX6B1/NDUFB7/NDUFS6/NDUFB8/PARK7/COX7A2P2/UQCRQ/COX4I1/COX7C/NDUFA6/UQCR10/NDUFAF1/COX7B/NDUFB3/NDUFB5/NDUFA2/COX7A2/NDUFV3/NDUFB9/SDHA/COX8A/COX6A1/COX5B/NDUFA1",55
"GO:0042775","mitochondrial ATP synthesis coupled electron transport","55/2383","100/18860",0.55,4.35291649181704,12.784642861245,4.01080722500449e-24,5.58038826560988e-21,4.79964756008685e-21,"UQCRC1/NDUFS1/NDUFB10/NDUFS2/NDUFA9/DLD/CYCS/GHITM/NDUFV1/NDUFC2/NDUFS3/UQCRFS1/MTCH2/COX5A/PINK1/NDUFA8/UQCRC2/NDUFB6/SNCA/NDUFA10/NDUFB2/CCNB1/COX6C/NDUFAB1/SDHB/UQCRH/CYC1/NDUFV2/NDUFS4/NDUFA11/UQCRB/COX6B1/NDUFB7/NDUFS6/NDUFB8/PARK7/COX7A2P2/UQCRQ/COX4I1/COX7C/NDUFA6/UQCR10/NDUFAF1/COX7B/NDUFB3/NDUFB5/NDUFA2/COX7A2/NDUFV3/NDUFB9/SDHA/COX8A/COX6A1/COX5B/NDUFA1",55
"GO:0032543","mitochondrial translation","64/2383","131/18860",0.488549618320611,3.86657398301583,12.5205610012553,4.66509635981431e-24,5.58038826560988e-21,4.79964756008685e-21,"MRPL4/MRPL21/MRPL28/MRPL35/MRPS25/MRPS33/MRPL15/MRPL1/IARS2/COA3/GFM1/LRPPRC/MRPL30/MRPS23/MRPL2/DAP3/MRPL42/MRPS31/MRPL38/MRPS30/MRPL37/CDK5RAP1/TUFM/MRPS18C/MRPL47/MRPL44/GFM2/GADD45GIP1/MRPL54/MRPL14/RPUSD3/MRPS12/RARS2/RPUSD4/RMND1/MRPL46/MRPL55/MRPL9/MRPL45/MTG1/MRPS7/MRPL24/C1QBP/TACO1/NGRN/MRPL20/GATC/MRPL22/TRMT10C/MRPL52/MRPS22/MRPL23/MRPL3/FASTKD3/MRPL16/MRPL57/MALSU1/MRPL43/FASTKD2/MRPS10/MRPS17/TSFM/MRPS26/SARS2",64
"GO:0015980","energy derivation by oxidation of organic compounds","133/2383","434/18860",0.306451612903226,2.42537869045524,11.424622893436,1.36502689059894e-23,1.36070430544538e-20,1.1703309498872e-20,"UQCRC1/NDUFS1/NDUFB10/MDH1/NDUFS2/FH/NDUFA9/MDH2/DLD/MSH2/PFKM/IDH3A/IDH3B/DLAT/CYCS/GHITM/NDUFV1/SUCLA2/NDUFC2/PDK3/VCP/PDHA1/UCHL1/NDUFS3/UQCRFS1/MTCH2/COX5A/CISD1/PINK1/NDUFA8/PDHB/NR1D1/IGF1/GABARAPL1/IL4/PGAM1/ZBTB20/DNAJC30/UQCRC2/NDUFB6/SNCA/NDUFA10/PRKAG2/HCCS/NDUFB2/CCNB1/ALDOA/NDUFA13/GRB10/COX6C/NDUFAB1/SDHB/UQCRH/STOML2/SLC25A14/CYC1/NDUFV2/ADPGK/NDUFS4/MPC2/NDUFA11/GAPDH/SUCLG1/UQCRB/GPI/CS/EIF6/TPI1/PRKAA1/ENO2/SORBS1/NNT/COX6B1/IRS2/GIT1/NDUFB7/GSK3B/PFKP/NDUFS6/BCKDK/NDUFB8/RAN/PARK7/COX7A2P2/PDK2/PKM/GPD1/UQCRQ/COX4I1/SCO2/PSEN1/COX7C/AKT2/NDUFA6/BPGM/UQCR10/NDUFAF1/PRKAG1/COX7B/NDUFB3/NR4A3/PDP1/LYRM7/DDIT4/LEPR/PANK2/NDUFB5/ACO2/NDUFA2/ADSL/COX7A2/TMEM135/ATG12/NDUFB11/HDAC4/PPP2CA/INSR/HK1/NDUFV3/UGP2/NFATC4/AKT1/NDUFB9/SDHA/COX8A/NOS2/COX6A1/HMGB1/COX5B/SRC/MFN2/PPP1R3C/NDUFA1",133
"GO:0019646","aerobic electron transport chain","52/2383","93/18860",0.559139784946237,4.42525234749728,12.5927012571047,2.47204930545345e-23,2.11218955655958e-20,1.81667743695504e-20,"UQCRC1/NDUFS1/NDUFB10/NDUFS2/NDUFA9/DLD/CYCS/NDUFV1/NDUFC2/NDUFS3/UQCRFS1/COX5A/PINK1/NDUFA8/UQCRC2/NDUFB6/SNCA/NDUFA10/NDUFB2/COX6C/NDUFAB1/SDHB/UQCRH/CYC1/NDUFV2/NDUFS4/NDUFA11/UQCRB/COX6B1/NDUFB7/NDUFS6/NDUFB8/PARK7/COX7A2P2/UQCRQ/COX4I1/COX7C/NDUFA6/UQCR10/NDUFAF1/COX7B/NDUFB3/NDUFB5/NDUFA2/COX7A2/NDUFV3/NDUFB9/SDHA/COX8A/COX6A1/COX5B/NDUFA1",52
"GO:0022904","respiratory electron transport chain","57/2383","115/18860",0.495652173913044,3.92278640369282,11.9559903762241,5.69259932082864e-22,4.25592956723451e-19,3.6604911685381e-19,"UQCRC1/NDUFS1/NDUFB10/NDUFS2/NDUFA9/DLD/CYCS/GHITM/NDUFV1/NDUFC2/NDUFS3/UQCRFS1/MTCH2/COX5A/PINK1/NDUFA8/UQCRC2/NDUFB6/SNCA/NDUFA10/HCCS/NDUFB2/CCNB1/COX6C/NDUFAB1/SDHB/UQCRH/CYC1/NDUFV2/NDUFS4/NDUFA11/UQCRB/COX6B1/NDUFB7/NDUFS6/NDUFB8/PARK7/COX7A2P2/UQCRQ/COX4I1/SCO2/COX7C/NDUFA6/UQCR10/NDUFAF1/COX7B/NDUFB3/NDUFB5/NDUFA2/COX7A2/NDUFV3/NDUFB9/SDHA/COX8A/COX6A1/COX5B/NDUFA1",57
"GO:0140053","mitochondrial gene expression","71/2383","170/18860",0.417647058823529,3.30542321838513,11.4829309497313,1.60375413181054e-21,1.06578371803987e-18,9.16672098498026e-19,"MRPL4/KANSL1/MRPL21/MRPL28/MRPL35/MRPS25/MRPS33/MRPL15/MRPL1/IARS2/COA3/GFM1/LRPPRC/MRPL30/MRPS23/FOXO3/MRPL2/DAP3/MRPL42/MRPS31/MRPL38/MRPS30/MRPL37/CDK5RAP1/TUFM/MRPS18C/MRPL47/MRPL44/PRKAA1/GFM2/GADD45GIP1/MTPAP/MRPL54/MRPL14/RPUSD3/MTO1/MRPS12/RARS2/RPUSD4/RMND1/MRPL46/MRPL55/MRPL9/MRPL45/MTG1/MRPS7/MRPL24/C1QBP/TACO1/NGRN/MRPL20/GATC/MRPL22/SLIRP/TRMT10C/MRPL52/MRPS22/MRPL23/MRPL3/FASTKD3/MRPL16/MRPL57/MALSU1/MRPL43/FASTKD2/MRPS10/MRPS17/TRNT1/TSFM/MRPS26/SARS2",71
"GO:0006091","generation of precursor metabolites and energy","140/2383","494/18860",0.283400809716599,2.24294556074488,10.6461007695251,3.1410881060589e-21,1.87868479623383e-18,1.61584184992735e-18,"UQCRC1/NDUFS1/NDUFB10/HMGCLL1/H6PD/MDH1/NDUFS2/FH/NDUFA9/MDH2/DLD/MSH2/PFKM/IDH3A/IDH3B/DLAT/CYCS/SLC25A4/GHITM/NDUFV1/SUCLA2/NDUFC2/PDK3/VCP/PDHA1/UCHL1/NDUFS3/UQCRFS1/MTCH2/COX5A/CISD1/PINK1/NDUFA8/PDHB/NR1D1/IGF1/GABARAPL1/IL4/PGAM1/ZBTB20/DNAJC30/UQCRC2/NDUFB6/SNCA/NDUFA10/PRKAG2/HCCS/NDUFB2/CCNB1/ALDOA/NDUFA13/GRB10/COX6C/NDUFAB1/SDHB/UQCRH/STOML2/SLC25A14/CYC1/NDUFV2/ADPGK/NDUFS4/MPC2/NDUFA11/GAPDH/SUCLG1/UQCRB/GPI/CS/EIF6/TPI1/PRKAA1/ENO2/SORBS1/NNT/COX6B1/IRS2/GIT1/NDUFB7/GSK3B/PFKP/NDUFS6/BCKDK/NDUFB8/RAN/PARK7/COX7A2P2/PDK2/PKM/GPD1/UQCRQ/COX4I1/SCO2/PSEN1/COX7C/AKT2/NDUFA6/BPGM/UQCR10/NDUFAF1/CROT/PRKAG1/COX7B/NDUFB3/NR4A3/PDP1/LYRM7/PDX1/DDIT4/LEPR/PANK2/NDUFB5/ACO2/NDUFA2/ADSL/COX7A2/TMEM135/ATG12/NDUFB11/HDAC4/PPP2CA/INSR/HK1/NDUFV3/UGP2/CYB561/NFATC4/AKT1/NDUFB9/SDHA/COX8A/NOS2/COX6A1/HMGB1/COX5B/SRC/MFN2/PPP1R3C/NDUFA1/TALDO1",140
"GO:0022900","electron transport chain","58/2383","125/18860",0.464,3.67227864036928,11.3996673554346,1.56836620142821e-20,8.52763477340192e-18,7.33455083864081e-18,"UQCRC1/NDUFS1/NDUFB10/NDUFS2/NDUFA9/DLD/CYCS/GHITM/NDUFV1/NDUFC2/NDUFS3/UQCRFS1/MTCH2/COX5A/PINK1/NDUFA8/UQCRC2/NDUFB6/SNCA/NDUFA10/HCCS/NDUFB2/CCNB1/COX6C/NDUFAB1/SDHB/UQCRH/CYC1/NDUFV2/NDUFS4/NDUFA11/UQCRB/COX6B1/NDUFB7/NDUFS6/NDUFB8/PARK7/COX7A2P2/UQCRQ/COX4I1/SCO2/COX7C/NDUFA6/UQCR10/NDUFAF1/COX7B/NDUFB3/NDUFB5/NDUFA2/COX7A2/NDUFV3/CYB561/NDUFB9/SDHA/COX8A/COX6A1/COX5B/NDUFA1",58
"GO:0016236","macroautophagy","119/2383","403/18860",0.295285359801489,2.33700456813096,10.3178007932291,9.0646014613174e-20,4.51794844501162e-17,3.88585152118054e-17,"ATP6V0A1/ATP6V0D1/MOAP1/STAM/LGALS8/CSNK2A1/ATP6V1B2/ATP6V1A/CHMP2B/BECN1/EXOC7/ATG7/VPS35/RBX1/SLC25A4/TIMM23/EXOC1/VCP/SCOC/VTI1A/UCHL1/DNM1L/CTTN/ATP6V1D/PINK1/RAB3GAP2/BTRC/CALCOCO2/ARHGAP26/EIF2S1/ELP6/CHMP3/GABARAPL1/IL4/CALM1/VPS28/VTA1/STUB1/ATP6V0C/HUWE1/VDAC1/KAT5/PHF23/SLC25A5/ATP6V1C1/SNX14/UBA5/VPS13C/RAB5A/ATP6V1E1/UFM1/GAPDH/CHMP5/RRAGA/MTMR14/CHMP2A/RAB1A/MAP1LC3B/ATP6V1G2/PRKAA1/TSC2/CDC37/MAPK8/USP7/ARL8B/CAPNS1/FUNDC1/STX17/CDK5/GABARAPL2/MTMR3/ATG4B/UBE3C/CSNK1A1/PHB2/ATP6V0E1/ELAVL1/TRAF6/PSEN1/RAB2A/PIP4K2B/OPTN/SNF8/SPATA33/RAB23/SESN2/PAFAH1B2/LRSAM1/SNX4/MAP3K7/UBQLN1/VPS16/ATG5/PIK3R4/C9orf72/RAB3GAP1/SNX32/ATP6V0B/ATG12/SMCR8/STX12/MCOLN1/SH3GLB1/CHMP4B/SQSTM1/ATP6V1H/SESN1/RAB7A/PLAA/AKT1/SCFD1/FBXW7/POLDIP2/ZNRF1/SRC/MFN2/UBXN2A/PARL/RHEB",119
"GO:0006119","oxidative phosphorylation","62/2383","148/18860",0.418918918918919,3.3154892198115,10.7546380150727,4.76517099172322e-19,2.19234520780743e-16,1.8856186750244e-16,"UQCRC1/NDUFS1/NDUFB10/NDUFS2/NDUFA9/DLD/MSH2/CYCS/GHITM/NDUFV1/NDUFC2/VCP/NDUFS3/UQCRFS1/MTCH2/COX5A/PINK1/NDUFA8/DNAJC30/UQCRC2/NDUFB6/SNCA/NDUFA10/NDUFB2/CCNB1/NDUFA13/COX6C/NDUFAB1/SDHB/UQCRH/STOML2/CYC1/NDUFV2/NDUFS4/NDUFA11/UQCRB/COX6B1/NDUFB7/NDUFS6/NDUFB8/PARK7/COX7A2P2/UQCRQ/COX4I1/COX7C/NDUFA6/UQCR10/NDUFAF1/COX7B/NDUFB3/NDUFB5/NDUFA2/COX7A2/TMEM135/NDUFB11/NDUFV3/NDUFB9/SDHA/COX8A/COX6A1/COX5B/NDUFA1",62
"GO:0099003","vesicle-mediated transport in synapse","86/2383","259/18860",0.332046332046332,2.62794537238515,10.0323769981966,4.47365091753985e-18,1.91120758127185e-15,1.64381443864791e-15,"SLC32A1/RABEP1/ATP6V0A1/ATP6V0D1/AP2M1/ATP6V1B2/ATP6V1A/TOR1A/SNAP25/AMPH/SYN2/VPS35/CACNB4/CADPS/NPY/PREPL/ATP6V1D/NAPA/ATP6AP2/AP2S1/SH3GL2/SYT7/SYNJ1/SNCA/ARHGDIA/PRKCG/CALM1/CLTA/DNAJC5/AP3M2/SNAP23/STX11/ATP6V0C/SYNDIG1/ATAD1/DNM3/ATP6V1C1/FCHO2/RAB5A/ATP6V1E1/SYN1/CDH2/DOC2A/NRXN1/ATP6V1G2/ATP6AP1/AP2A2/SUSD4/NSG1/NECAP1/GIT1/CDK5/RAB11A/ATP8A1/PARK7/ITSN1/PSEN1/STXBP5/ACTB/AAK1/RAC1/UNC13C/DNAJC6/OSBPL2/SYT8/CLCN3/C9orf72/RAB3GAP1/SYT13/SNCG/PTEN/CANX/RIMS1/SNCB/SLC17A7/NRG1/RAB7A/PLAA/RPH3AL/PFN2/CLTB/AP3S2/RIMS4/VAMP4/SV2B/RAB27B",86
"GO:0099504","synaptic vesicle cycle","76/2383","220/18860",0.345454545454545,2.73406325105864,9.83865204606529,3.18777245522559e-17,1.27107113698028e-14,1.09323817464473e-14,"SLC32A1/ATP6V0A1/ATP6V0D1/AP2M1/ATP6V1B2/ATP6V1A/TOR1A/SNAP25/AMPH/SYN2/CACNB4/CADPS/NPY/PREPL/ATP6V1D/NAPA/ATP6AP2/AP2S1/SH3GL2/SYT7/SYNJ1/SNCA/ARHGDIA/PRKCG/CLTA/DNAJC5/AP3M2/SNAP23/STX11/ATP6V0C/SYNDIG1/DNM3/ATP6V1C1/FCHO2/RAB5A/ATP6V1E1/SYN1/CDH2/DOC2A/NRXN1/ATP6V1G2/ATP6AP1/AP2A2/GIT1/CDK5/ATP8A1/PARK7/ITSN1/PSEN1/STXBP5/ACTB/RAC1/UNC13C/DNAJC6/OSBPL2/SYT8/CLCN3/C9orf72/RAB3GAP1/SYT13/SNCG/PTEN/CANX/RIMS1/SNCB/SLC17A7/RAB7A/PLAA/RPH3AL/PFN2/CLTB/AP3S2/RIMS4/VAMP4/SV2B/RAB27B",76
"GO:0006120","mitochondrial electron transport, NADH to ubiquinone","30/2383","52/18860",0.576923076923077,4.5659963200878,9.79249898056355,1.51362799107214e-14,5.65813063412655e-12,4.86651315287471e-12,"NDUFS1/NDUFB10/NDUFS2/NDUFA9/DLD/NDUFV1/NDUFC2/NDUFS3/PINK1/NDUFA8/NDUFB6/SNCA/NDUFA10/NDUFB2/NDUFAB1/NDUFV2/NDUFS4/NDUFA11/NDUFB7/NDUFS6/NDUFB8/PARK7/NDUFA6/NDUFAF1/NDUFB3/NDUFB5/NDUFA2/NDUFV3/NDUFB9/NDUFA1",30
"GO:1902600","proton transmembrane transport","65/2383","192/18860",0.338541666666667,2.67935200727374,8.8945859579888,1.88015874895882e-14,6.614840869131e-12,5.68937201619923e-12,"SLC32A1/UQCRC1/NDUFS1/NDUFB10/NDUFS2/ATP6V0A1/NDUFA9/ATP6V0D1/ATP6V1B2/ATP6V1A/SLC25A4/GHITM/SLC25A3/NDUFV1/NDUFC2/NDUFS3/UQCRFS1/ATP6V1D/COX5A/ATP6AP2/NDUFA8/NDUFB6/NDUFA10/NDUFB2/ATP6V0C/UQCRH/SLC25A5/SLC25A14/CYC1/ATP6V1C1/NDUFV2/NDUFS4/ATP6V1E1/ATP1A3/SLC25A12/ATP6V1G2/ATP6AP1/NNT/OTOP2/COX6B1/NDUFB7/NDUFS6/NDUFB8/COX7A2P2/PHB2/ATP6V0E1/COX4I1/NDUFA6/UQCR10/COX7B/NDUFB3/ATP1B1/CLCN3/NDUFB5/NDUFA2/SLC17A7/COX7A2/ATP6V0B/SLC9A5/ATP6V1H/NDUFV3/NDUFB9/COX8A/COX5B/NDUFA1",65
"GO:0009205","purine ribonucleoside triphosphate metabolic process","78/2383","264/18860",0.295454545454545,2.33834356998436,8.32802637597289,2.00322591867692e-13,6.65627456644813e-11,5.72500880969245e-11,"NDUFS1/NDUFB10/NDUFS2/NDUFA9/PFKM/ATP6V1B2/ATP6V1A/NME5/NDUFV1/NDUFC2/VCP/UCHL1/NDUFS3/DNM1L/MTCH2/PINK1/NDUFA8/IGF1/IL4/PGAM1/ZBTB20/DNAJC30/NDUFB6/NDUFA10/PRKAG2/NDUFB2/FIS1/ALDOA/ITPA/NDUFA13/ATP6V0C/NDUFAB1/SDHB/STOML2/AK5/NDUFV2/ADPGK/NDUFS4/NDUFA11/GAPDH/GPI/EIF6/TPI1/PRKAA1/ENO2/HSPA8/GIT1/NDUFB7/PFKP/NME1/NDUFS6/NDUFB8/RAN/PKM/GPD1/PSEN1/COX11/NDUFA6/BPGM/PRKAG1/NDUFB3/RAB23/ATP1B1/DDIT4/NDUFB5/NDUFA2/NDUFB11/HDAC4/PPP2CA/INSR/HK1/NDUFV3/PARG/NDUFB9/SDHA/SRC/MFN1/NDUFA1",78
"GO:0046034","ATP metabolic process","73/2383","241/18860",0.302904564315353,2.39730595173628,8.30240920398644,3.01441843863334e-13,9.20016246143762e-11,7.91298655374398e-11,"NDUFS1/NDUFB10/NDUFS2/NDUFA9/PFKM/ATP6V1B2/ATP6V1A/NDUFV1/NDUFC2/VCP/UCHL1/NDUFS3/DNM1L/MTCH2/PINK1/NDUFA8/IGF1/IL4/PGAM1/ZBTB20/DNAJC30/NDUFB6/NDUFA10/PRKAG2/NDUFB2/FIS1/ALDOA/NDUFA13/ATP6V0C/NDUFAB1/SDHB/STOML2/AK5/NDUFV2/ADPGK/NDUFS4/NDUFA11/GAPDH/GPI/EIF6/TPI1/PRKAA1/ENO2/HSPA8/GIT1/NDUFB7/PFKP/NDUFS6/NDUFB8/RAN/PKM/GPD1/PSEN1/COX11/NDUFA6/BPGM/PRKAG1/NDUFB3/ATP1B1/DDIT4/NDUFB5/NDUFA2/NDUFB11/HDAC4/PPP2CA/INSR/HK1/NDUFV3/PARG/NDUFB9/SDHA/SRC/NDUFA1",73
"GO:0009144","purine nucleoside triphosphate metabolic process","79/2383","271/18860",0.291512915129151,2.30714795607881,8.24258929024309,3.07646295316423e-13,9.20016246143762e-11,7.91298655374398e-11,"NDUFS1/NDUFB10/NDUFS2/NDUFA9/PFKM/ATP6V1B2/ATP6V1A/NME5/NDUFV1/NDUFC2/VCP/UCHL1/NDUFS3/DNM1L/MTCH2/PINK1/NDUFA8/IGF1/IL4/PGAM1/ZBTB20/DNAJC30/NDUFB6/NDUFA10/PRKAG2/NDUFB2/FIS1/ALDOA/ITPA/NDUFA13/ATP6V0C/NDUFAB1/SDHB/STOML2/AK5/NDUFV2/ADPGK/NDUFS4/NDUFA11/GAPDH/GPI/EIF6/TPI1/PRKAA1/ENO2/HSPA8/GIT1/ADK/NDUFB7/PFKP/NME1/NDUFS6/NDUFB8/RAN/PKM/GPD1/PSEN1/COX11/NDUFA6/BPGM/PRKAG1/NDUFB3/RAB23/ATP1B1/DDIT4/NDUFB5/NDUFA2/NDUFB11/HDAC4/PPP2CA/INSR/HK1/NDUFV3/PARG/NDUFB9/SDHA/SRC/MFN1/NDUFA1",79
"GO:0016241","regulation of macroautophagy","64/2383","199/18860",0.321608040201005,2.54533262198529,8.33418880775233,4.36265142005141e-13,1.24252467349178e-10,1.06868558846071e-10,"ATP6V0A1/ATP6V0D1/MOAP1/CSNK2A1/ATP6V1B2/ATP6V1A/BECN1/EXOC7/VPS35/RBX1/SLC25A4/EXOC1/SCOC/UCHL1/DNM1L/CTTN/ATP6V1D/PINK1/RAB3GAP2/CALCOCO2/IL4/STUB1/ATP6V0C/HUWE1/VDAC1/KAT5/PHF23/SLC25A5/ATP6V1C1/VPS13C/ATP6V1E1/GAPDH/ATP6V1G2/TSC2/CDC37/MAPK8/CAPNS1/CDK5/ATP6V0E1/PIP4K2B/OPTN/SESN2/PAFAH1B2/LRSAM1/SNX4/MAP3K7/UBQLN1/ATG5/PIK3R4/C9orf72/RAB3GAP1/SNX32/ATP6V0B/ATG12/SMCR8/SH3GLB1/ATP6V1H/SESN1/AKT1/SCFD1/FBXW7/POLDIP2/PARL/RHEB",64
"GO:0072594","establishment of protein localization to organelle","117/2383","478/18860",0.244769874476987,1.93720513329248,7.89286194662667,5.8894845092152e-13,1.60113667498255e-10,1.37712491849448e-10,"SAMM50/MOAP1/GDAP1/PIN1/STAM/CSNK2A1/TIMM17A/BECN1/DMAP1/MTX2/SPCS1/TIMM23/AIFM1/CSE1L/TPR/MTCH2/DDX56/PINK1/RAB3GAP2/PEX19/NUP85/SRP72/PEX3/DNAJC19/BCS1L/SORT1/SEC61A2/TRAM1L1/MAPT/SAE1/SRP54/MFF/VPS28/FIS1/PML/NDUFA13/HUWE1/KAT5/TIMM50/KPNA4/SUMO1/VPS13C/TERF1/UBE2L3/YWHAB/UFM1/NPEPPS/RUVBL2/ATF2/PRKAA1/HYAL2/HSPA8/TSC2/MAPK8/MBTPS1/AKIRIN2/USP7/HERPUD1/MICALL2/LMNA/UBR5/KPNA3/SRPRB/UBR4/USP9X/TIMM23B/CFL1/RAB11A/TOMM22/GRPEL1/RAN/IPO11/PEX7/PHB2/ELAVL1/TNPO3/PSEN1/PMPCA/TIMM8B/SNF8/CBL/BAG4/NUTF2/SEC62/RAB23/LRSAM1/PIK3R4/RAB3GAP1/BCL3/RANBP2/UBE2D3/SRP68/IPO7/SH3GLB1/PMPCB/CHMP4B/SQSTM1/HK1/NIPBL/RAB7A/NUP133/ZDHHC15/AGK/TOMM20/MTX1/AKT1/TIMM22/HACL1/MTCH1/UBL5/FBXW7/TIMM10/MFN2/VPS53/NABP2/PARL/TRIM37",117
"GO:0009141","nucleoside triphosphate metabolic process","80/2383","287/18860",0.278745644599303,2.20610275163359,7.83008556353985,2.8700671074401e-12,7.46342233460835e-10,6.41923018492437e-10,"NDUFS1/NDUFB10/NDUFS2/NDUFA9/PFKM/ATP6V1B2/ATP6V1A/NME5/NDUFV1/NDUFC2/VCP/UCHL1/NDUFS3/DNM1L/MTCH2/PINK1/NDUFA8/IGF1/IL4/PGAM1/ZBTB20/DNAJC30/NDUFB6/NDUFA10/PRKAG2/NDUFB2/FIS1/ALDOA/ITPA/NDUFA13/ATP6V0C/NDUFAB1/SDHB/STOML2/AK5/NDUFV2/ADPGK/NDUFS4/NDUFA11/GAPDH/GPI/EIF6/TPI1/PRKAA1/ENO2/HSPA8/GIT1/ADK/NDUFB7/PFKP/NME1/NDUFS6/NDUFB8/RAN/PKM/GPD1/PSEN1/COX11/NDUFA6/BPGM/PRKAG1/NDUFB3/RAB23/ATP1B1/DCTPP1/DDIT4/NDUFB5/NDUFA2/NDUFB11/HDAC4/PPP2CA/INSR/HK1/NDUFV3/PARG/NDUFB9/SDHA/SRC/MFN1/NDUFA1",80
"GO:1901873","regulation of post-translational protein modification","72/2383","247/18860",0.291497975708502,2.30702971962331,7.86335768912374,3.45486533056063e-12,8.32097903694e-10,7.15680788347764e-10,"OTUD4/PDCD6/NDFIP2/COPS3/TOLLIP/TCF25/MAPK9/CUL3/RBX1/COPS4/BEX1/UBE2N/VCP/PINK1/PRKCE/COPS6/PRKCG/SAE1/VPS28/UBE2B/NDFIP1/STUB1/HUWE1/UBE2V2/PHF23/UBE3A/COPS8/BEX4/DERL1/ITCH/UBE2L3/PPIA/GPS1/HERPUD1/COPS5/TBC1D7/CDK5/GSK3B/COMMD1/BEX2/PARK7/ABL1/WDR48/BAG2/HSP90AB1/TRAF6/COPS7A/DCUN1D5/HDAC8/MYCBP2/RCHY1/UBQLN1/UBB/ATG5/PARP10/AIMP2/DCUN1D4/SASH1/TSPYL5/WNK1/HDAC4/SQSTM1/PLAA/AKT1/RELA/SENP2/UBE2S/DNAJA3/FBXW7/PSMD10/BIRC7/UBXN2A",72
